# x bins
0.004 0.01 0.02 0.03 0.04 0.06 0.1 0.14 0.18 0.4 
# y bins
0.3 0.5 0.7 0.15 0.2 0.1 
# z bins
0.2 0.25 0.3 0.35 0.4 0.45 0.5 0.55 0.6 0.65 0.7 0.75 0.85 
# data x y z q2 M Mt
0.0087	0.443	0.223	1.149	1.8171	0.925649
0.0088	0.435	0.274	1.138	1.2272	0.791638
0.0088	0.435	0.324	1.138	0.9095	0.670464
0.0088	0.435	0.374	1.138	0.6308	0.562708
0.0088	0.435	0.424	1.138	0.4661	0.468118
0.0088	0.432	0.474	1.132	0.3585	0.386161
0.009	0.412	0.524	1.105	0.2656	0.316116
0.0093	0.389	0.574	1.075	0.2181	0.257647
0.0095	0.369	0.625	1.048	0.1858	0.226264
0.0098	0.351	0.674	1.023	0.1078	0.189208
0.0074	0.598	0.223	1.318	1.7546	0.912334
0.0074	0.598	0.274	1.318	1.2043	0.77908
0.0074	0.597	0.324	1.316	0.8571	0.659719
0.0076	0.566	0.374	1.282	0.6153	0.554206
0.0079	0.533	0.424	1.244	0.4722	0.462009
0.0184	0.193	0.424	1.084	0.4857	0.424702
0.0188	0.188	0.474	1.065	0.4052	0.352926
0.0188	0.188	0.524	1.065	0.2922	0.290106
0.0188	0.188	0.574	1.065	0.2184	0.237509
0.0188	0.188	0.624	1.065	0.173	0.212878
0.0188	0.188	0.674	1.065	0.1477	0.178905
0.0188	0.188	0.724	1.065	0.1277	0.152346
0.0188	0.188	0.795	1.065	0.0851	0.124088
0.0154	0.275	0.324	1.275	0.9321	0.611187
0.016	0.259	0.374	1.237	0.6857	0.503101
0.0162	0.254	0.424	1.222	0.5011	0.418757
0.0162	0.254	0.474	1.222	0.3772	0.345366
0.0162	0.254	0.524	1.222	0.2891	0.282525
0.0162	0.254	0.574	1.222	0.217	0.230163
0.0162	0.254	0.624	1.222	0.1815	0.206255
0.0162	0.254	0.674	1.222	0.1413	0.172267
0.0162	0.254	0.724	1.222	0.117	0.145427
0.0163	0.25	0.795	1.213	0.0782	0.11603
0.0139	0.431	0.223	1.797	1.8379	0.833306
0.014	0.386	0.274	1.612	1.2855	0.705402
0.014	0.383	0.324	1.6	0.8958	0.593147
0.014	0.383	0.374	1.6	0.6473	0.494484
0.014	0.383	0.424	1.6	0.476	0.408709
0.014	0.381	0.474	1.59	0.3475	0.3353
0.014	0.369	0.524	1.538	0.2679	0.272917
0.0141	0.355	0.574	1.481	0.2034	0.221455
0.0141	0.342	0.624	1.431	0.162	0.19709
0.0142	0.33	0.674	1.387	0.1304	0.163384
0.0144	0.32	0.724	1.353	0.0985	0.136788
0.0151	0.307	0.795	1.301	0.0752	0.108862
0.0139	0.586	0.223	2.432	1.7706	0.792915
0.0139	0.586	0.274	2.432	1.2036	0.665962
0.0139	0.585	0.324	2.426	0.838	0.556977
0.0139	0.56	0.374	2.311	0.6045	0.462993
0.0139	0.532	0.424	2.179	0.4286	0.381443
0.0263	0.143	0.574	1.138	0.2435	0.230649
0.0268	0.139	0.624	1.117	0.2026	0.208435
0.0271	0.136	0.674	1.106	0.1591	0.175899
0.0271	0.136	0.724	1.104	0.1297	0.150585
0.0271	0.136	0.794	1.104	0.0836	0.123511
0.0244	0.192	0.424	1.427	0.5368	0.403061
0.0244	0.182	0.474	1.334	0.3936	0.334524
0.0246	0.175	0.524	1.285	0.2999	0.274113
0.0246	0.174	0.574	1.278	0.2384	0.224533
0.0246	0.174	0.624	1.278	0.1885	0.202119
0.0246	0.174	0.674	1.278	0.154	0.169529
0.0246	0.174	0.724	1.278	0.118	0.14379
0.0246	0.174	0.795	1.278	0.0804	0.115605
0.0244	0.273	0.324	2	0.9427	0.557545
0.0244	0.253	0.374	1.841	0.6849	0.467548
0.0244	0.243	0.424	1.765	0.5121	0.387987
0.0244	0.243	0.474	1.763	0.3753	0.319263
0.0244	0.243	0.524	1.763	0.2931	0.260661
0.0244	0.243	0.574	1.763	0.2175	0.212327
0.0244	0.243	0.624	1.763	0.1747	0.189585
0.0244	0.243	0.674	1.763	0.141	0.157591
0.0244	0.243	0.724	1.763	0.1113	0.13198
0.0244	0.241	0.795	1.743	0.0778	0.103044
0.0244	0.431	0.223	3.146	1.8715	0.76958
0.0244	0.385	0.274	2.797	1.2882	0.651642
0.0244	0.381	0.324	2.764	0.8977	0.546439
0.0244	0.381	0.374	2.764	0.6478	0.45386
0.0244	0.381	0.424	2.764	0.4644	0.37373
0.0244	0.379	0.474	2.748	0.3396	0.305777
0.0244	0.367	0.524	2.655	0.2583	0.249142
0.0244	0.353	0.574	2.552	0.1992	0.202827
0.0244	0.341	0.624	2.458	0.153	0.169483
0.0244	0.329	0.674	2.37	0.1094	0.139381
0.0244	0.319	0.724	2.287	0.0911	0.115218
0.0244	0.307	0.795	2.102	0.0671	0.0872505
0.0244	0.586	0.223	4.255	1.8279	0.797605
0.0244	0.586	0.274	4.255	1.2319	0.666574
0.0244	0.585	0.324	4.243	0.8629	0.552895
0.0244	0.56	0.374	4.043	0.6142	0.454671
0.0244	0.532	0.424	3.812	0.4528	0.370745
0.0345	0.142	0.574	1.49	0.2195	0.22583
0.0345	0.137	0.624	1.42	0.1946	0.203894
0.0345	0.131	0.674	1.361	0.1608	0.172026
0.0346	0.127	0.724	1.312	0.1231	0.146759
0.0347	0.124	0.795	1.286	0.0914	0.119168
0.0345	0.192	0.424	2.023	0.5321	0.386096
0.0345	0.182	0.474	1.892	0.3928	0.319598
0.0345	0.174	0.524	1.799	0.3165	0.262359
0.0345	0.173	0.574	1.777	0.233	0.215253
0.0345	0.173	0.624	1.777	0.1918	0.192327
0.0345	0.173	0.674	1.777	0.1436	0.160691
0.0345	0.173	0.724	1.777	0.1117	0.135332
0.0345	0.173	0.795	1.777	0.0839	0.106238
0.0345	0.273	0.324	2.836	0.9307	0.542896
0.0345	0.253	0.374	2.611	0.6958	0.455082
0.0345	0.243	0.424	2.503	0.511	0.377525
0.0345	0.243	0.474	2.5	0.3746	0.310824
0.0345	0.243	0.524	2.5	0.276	0.254644
0.0345	0.243	0.574	2.5	0.2108	0.208558
0.0345	0.243	0.624	2.5	0.1692	0.176816
0.0345	0.243	0.674	2.5	0.1261	0.146574
0.0345	0.243	0.724	2.5	0.1009	0.122154
0.0345	0.241	0.794	2.471	0.0742	0.0928567
0.0345	0.431	0.223	4.46	1.912	0.780875
0.0345	0.385	0.274	3.966	1.3029	0.6604
0.0345	0.381	0.324	3.918	0.9028	0.552293
0.0345	0.381	0.374	3.918	0.6594	0.456945
0.0345	0.381	0.424	3.918	0.4744	0.374728
0.0345	0.379	0.474	3.896	0.3448	0.3055
0.0345	0.367	0.524	3.764	0.2533	0.248371
0.0345	0.353	0.574	3.619	0.1913	0.201982
0.0345	0.34	0.624	3.485	0.1358	0.164725
0.0345	0.329	0.674	3.361	0.1058	0.135008
0.0345	0.319	0.724	3.244	0.0767	0.110984
0.0345	0.307	0.794	2.981	0.0503	0.0822374
0.0345	0.586	0.223	6.033	1.8058	0.809523
0.0345	0.586	0.274	6.033	1.2386	0.67613
0.0345	0.585	0.324	6.015	0.8838	0.559153
0.0345	0.56	0.374	5.731	0.6149	0.457591
0.0345	0.532	0.424	5.402	0.4157	0.371321
0.0487	0.142	0.574	2.099	0.2377	0.224165
0.0487	0.137	0.624	1.999	0.1933	0.198805
0.0487	0.131	0.674	1.916	0.1594	0.167173
0.0487	0.127	0.724	1.843	0.1201	0.142163
0.0487	0.123	0.795	1.788	0.0889	0.112638
0.0487	0.192	0.424	2.852	0.5163	0.384954
0.0487	0.182	0.474	2.666	0.3942	0.319085
0.0487	0.174	0.524	2.535	0.3006	0.262791
0.0487	0.173	0.574	2.505	0.226	0.216572
0.0487	0.173	0.624	2.504	0.1751	0.183596
0.0487	0.173	0.674	2.504	0.1407	0.153093
0.0487	0.173	0.724	2.504	0.1091	0.1284
0.0487	0.173	0.795	2.504	0.0759	0.0982508
0.0487	0.273	0.324	3.996	0.9955	0.552961
0.0487	0.252	0.374	3.678	0.7087	0.462132
0.0487	0.243	0.424	3.525	0.512	0.382175
0.0487	0.243	0.474	3.522	0.3812	0.3139
0.0487	0.243	0.524	3.522	0.2805	0.257012
0.0487	0.243	0.574	3.522	0.2123	0.210561
0.0487	0.243	0.624	3.522	0.1587	0.173099
0.0487	0.243	0.674	3.522	0.1227	0.143062
0.0487	0.243	0.724	3.522	0.0974	0.118652
0.0487	0.241	0.794	3.481	0.0652	0.0882914
0.0486	0.431	0.223	6.281	1.9406	0.793033
0.0486	0.385	0.274	5.585	1.3416	0.670382
0.0486	0.381	0.324	5.517	0.9284	0.55964
