ALICE_2760a_PI0	1	6.19e-01	1.01e+00        		      0.62	      1.01		    163.28
ALICE_2760b_PI0	11	2.03e+01	1.04e+01        		      1.84	      0.95		     51.30
ALICE_7000_PI0	6	9.53e+00	4.90e+00        		      1.59	      0.82		     51.41
ALICE_8000_PI0	14	6.75e+00	7.50e+00        		      0.48	      0.54		    111.07
PHENIX_200b_PIsum	2	3.59e+00	6.80e+00        		      1.80	      3.40		    189.29
PHENIX_200_PI0	3	2.53e-01	8.10e-02        		      0.08	      0.03		     32.03
PHENIX_510_PI0	12	7.94e+00	4.06e+00        		      0.66	      0.34		     51.16
STAR_200a_PI0	4	2.21e+00	2.67e+00        		      0.55	      0.67		    120.83
STAR_200b_PI0	4	9.60e+00	1.10e+01        		      2.40	      2.75		    114.38
