ALICE_2760a_PI0	4	5.81e+00	7.89e+00        		      1.45	      1.97		    135.84
ALICE_2760b_PI0	15	2.29e+01	1.38e+01        		      1.53	      0.92		     60.21
ALICE_7000_PI0	11	2.66e+01	1.88e+01        		      2.42	      1.71		     70.42
ALICE_8000_PI0	22	3.34e+01	2.57e+01        		      1.52	      1.17		     76.94
PHENIX_200b_PIsum	6	4.47e+00	9.41e+00        		      0.75	      1.57		    210.41
PHENIX_200_PI0	9	5.04e+00	6.84e+00        		      0.56	      0.76		    135.83
PHENIX_510_PI0	20	1.51e+01	8.62e+00        		      0.75	      0.43		     57.25
STAR_200a_PI0	7	6.83e+00	4.22e+00        		      0.98	      0.60		     61.74
STAR_200b_PI0	7	9.67e+00	1.28e+01        		      1.38	      1.82		    131.96
