0.4	7.6096e-81
0.41	3.20246e-75
0.42	4.81846e-70
0.43	2.8566e-65
0.44	7.27313e-61
0.45	8.58578e-57
0.46	5.03108e-53
0.47	1.5554e-49
0.48	2.67941e-46
0.49	2.70104e-43
0.5	1.66521e-40
0.51	6.53302e-38
0.52	1.69066e-35
0.53	2.98134e-33
0.54	3.68956e-31
0.55	3.29134e-29
0.56	2.16862e-27
0.57	1.07908e-25
0.58	4.138e-24
0.59	1.24579e-22
0.6	2.99499e-21
0.61	5.83996e-20
0.62	9.36933e-19
0.63	1.25318e-17
0.64	1.41449e-16
0.65	1.36249e-15
0.66	1.13166e-14
0.67	8.18309e-14
0.68	5.19753e-13
0.69	2.92379e-12
0.7	1.46792e-11
0.71	6.62496e-11
0.72	2.70578e-10
0.73	1.00636e-09
0.74	3.42856e-09
0.75	1.0759e-08
0.76	3.12597e-08
0.77	8.45051e-08
0.78	2.1354e-07
0.79	5.06612e-07
0.8	1.13312e-06
0.81	2.39878e-06
0.82	4.8243e-06
0.83	9.24984e-06
0.84	1.6964e-05
0.85	2.98512e-05
0.86	5.05467e-05
0.87	8.25815e-05
0.88	0.000130496
0.89	0.0001999
0.9	0.000297446
0.91	0.000430697
0.92	0.000607876
0.93	0.000837467
0.94	0.0011277
0.95	0.00148595
0.96	0.00191803
0.97	0.00242756
0.98	0.00301535
0.99	0.00367898
1	0.00441257
1.01	0.00520681
1.02	0.00604924
1.03	0.00692481
1.04	0.00781662
1.05	0.00870682
1.06	0.00957751
1.07	0.0104117
1.08	0.0111942
1.09	0.0119122
1.1	0.0125555
1.11	0.0131172
1.12	0.0135936
1.13	0.0139836
1.14	0.0142889
1.15	0.0145132
1.16	0.014662
1.17	0.0147419
1.18	0.0147599
1.19	0.0147236
1.2	0.0146401
1.21	0.0145164
1.22	0.0143588
1.23	0.0141734
1.24	0.0139653
1.25	0.0137394
1.26	0.0135
1.27	0.0132512
1.28	0.0129967
1.29	0.01274
1.3	0.0124842
1.31	0.0122324
1.32	0.0119872
1.33	0.011751
1.34	0.0115255
1.35	0.0113123
1.36	0.0111122
1.37	0.0109255
1.38	0.0107521
1.39	0.0105912
1.4	0.0104419
1.41	0.0103024
1.42	0.0101709
1.43	0.0100455
1.44	0.009924
1.45	0.00980419
1.46	0.00968399
1.47	0.00956147
1.48	0.00943488
1.49	0.00930271
1.5	0.00916376
1.51	0.0090171
1.52	0.00886214
1.53	0.00869858
1.54	0.0085264
1.55	0.00834588
1.56	0.00815755
1.57	0.00796217
1.58	0.0077607
1.59	0.00755428
1.6	0.0073442
1.61	0.00713186
1.62	0.00691872
1.63	0.00670632
1.64	0.00649617
1.65	0.00628979
1.66	0.00608862
1.67	0.00589401
1.68	0.0057072
1.69	0.00552926
1.7	0.0053611
1.71	0.00520343
1.72	0.00505676
1.73	0.00492136
1.74	0.0047973
1.75	0.00468443
1.76	0.00458239
1.77	0.00449062
1.78	0.0044084
1.79	0.00433485
1.8	0.00426897
1.81	0.00420967
1.82	0.00415582
1.83	0.00410623
1.84	0.00405973
1.85	0.00401519
1.86	0.00397154
1.87	0.00392777
1.88	0.00388301
1.89	0.00383649
1.9	0.00378758
1.91	0.00373578
1.92	0.00368074
1.93	0.00362225
1.94	0.00356024
1.95	0.00349474
1.96	0.00342592
1.97	0.00335405
1.98	0.00327947
1.99	0.00320261
2	0.00312392
2.01	0.00304391
2.02	0.00296312
2.03	0.00288207
2.04	0.00280128
2.05	0.00272127
2.06	0.00264249
2.07	0.00256539
2.08	0.00249036
2.09	0.00241775
2.1	0.00234785
2.11	0.0022809
2.12	0.00221709
2.13	0.00215657
2.14	0.00209944
2.15	0.00204575
2.16	0.0019955
2.17	0.00194869
2.18	0.00190524
2.19	0.00186509
2.2	0.00182812
2.21	0.00179421
2.22	0.00176323
2.23	0.001735
2.24	0.00170938
2.25	0.00168618
2.26	0.00166524
2.27	0.00164635
2.28	0.00162935
2.29	0.00161403
2.3	0.00160021
2.31	0.0015877
2.32	0.00157631
2.33	0.00156585
2.34	0.00155614
2.35	0.00154699
2.36	0.00153823
2.37	0.00152969
2.38	0.0015212
2.39	0.00151259
2.4	0.00150371
2.41	0.00149443
2.42	0.00148459
2.43	0.00147409
2.44	0.0014628
2.45	0.00145062
2.46	0.00143746
2.47	0.00142324
2.48	0.00140791
2.49	0.00139142
2.5	0.00137371
2.51	0.00135479
2.52	0.00133463
2.53	0.00131324
2.54	0.00129063
2.55	0.00126685
2.56	0.00124192
2.57	0.0012159
2.58	0.00118886
2.59	0.00116085
2.6	0.00113196
2.61	0.00110228
2.62	0.00107188
2.63	0.00104087
2.64	0.00100934
2.65	0.000977397
2.66	0.000945132
2.67	0.00091265
2.68	0.000880051
2.69	0.000847434
2.7	0.000814895
2.71	0.000782529
2.72	0.000750425
2.73	0.000718669
2.74	0.000687343
2.75	0.000656523
2.76	0.000626281
2.77	0.000596683
2.78	0.000567788
2.79	0.000539651
2.8	0.000512321
2.81	0.000485841
2.82	0.000460247
2.83	0.000435571
2.84	0.000411839
2.85	0.000389072
2.86	0.000367284
2.87	0.000346486
2.88	0.000326684
2.89	0.000307878
2.9	0.000290066
2.91	0.00027324
2.92	0.000257389
2.93	0.000242499
2.94	0.000228552
2.95	0.000215527
2.96	0.000203402
2.97	0.000192149
2.98	0.000181742
2.99	0.00017215
3	0.000163342
3.01	0.000155285
3.02	0.000147944
3.03	0.000141283
3.04	0.000135268
3.05	0.00012986
3.06	0.000125024
3.07	0.00012072
3.08	0.000116913
3.09	0.000113565
3.1	0.000110639
