ALICE_2760a_PI0	4	5.81e+00	7.63e+00        		      1.45	      1.91		    131.38
ALICE_2760b_PI0	15	2.29e+01	1.81e+01        		      1.53	      1.21		     78.99
ALICE_7000_PI0	11	2.66e+01	2.44e+01        		      2.42	      2.22		     91.72
ALICE_8000_PI0	22	3.34e+01	3.24e+01        		      1.52	      1.47		     97.03
PHENIX_200b_PIsum	6	4.47e+00	6.00e+00        		      0.75	      1.00		    134.12
PHENIX_200_PI0	9	5.04e+00	5.27e+00        		      0.56	      0.59		    104.62
PHENIX_510_PI0	20	1.51e+01	1.19e+01        		      0.75	      0.59		     78.82
STAR_200a_PI0	7	6.83e+00	5.39e+00        		      0.98	      0.77		     78.81
STAR_200b_PI0	7	9.67e+00	1.07e+01        		      1.38	      1.53		    110.64
