ALICE_2760a_PI0	1	6.19e-01	1.02e+00        		      0.62	      1.02		    164.45
ALICE_2760b_PI0	10	1.76e+01	9.12e+00        		      1.76	      0.91		     51.97
ALICE_7000_PI0	6	9.53e+00	4.85e+00        		      1.59	      0.81		     50.88
ALICE_8000_PI0	13	6.72e+00	6.98e+00        		      0.52	      0.54		    103.86
PHENIX_200b_PIsum	1	2.16e+00	3.66e+00        		      2.16	      3.66		    169.64
PHENIX_200_PI0	2	1.58e-01	5.57e-02        		      0.08	      0.03		     35.23
PHENIX_510_PI0	10	5.34e+00	2.69e+00        		      0.53	      0.27		     50.37
STAR_200a_PI0	3	1.63e+00	2.61e+00        		      0.54	      0.87		    160.32
STAR_200b_PI0	3	8.69e+00	9.53e+00        		      2.90	      3.18		    109.71
