ALICE_2760a_PI0	2	8.30e-01	1.01e+00        		      0.41	      0.50		    121.35
ALICE_2760b_PI0	12	2.11e+01	1.08e+01        		      1.75	      0.90		     51.14
ALICE_7000_PI0	7	9.94e+00	4.95e+00        		      1.42	      0.71		     49.77
ALICE_8000_PI0	16	6.84e+00	8.40e+00        		      0.43	      0.53		    122.91
PHENIX_200b_PIsum	3	3.80e+00	7.70e+00        		      1.27	      2.57		    202.51
PHENIX_200_PI0	4	5.91e-01	1.14e+00        		      0.15	      0.28		    192.22
PHENIX_510_PI0	14	8.42e+00	4.42e+00        		      0.60	      0.32		     52.50
STAR_200a_PI0	4	2.21e+00	2.69e+00        		      0.55	      0.67		    121.82
STAR_200b_PI0	4	9.60e+00	1.10e+01        		      2.40	      2.75		    114.72
